company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_code,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,id
/company/clipless,Clipless,local,USA,NY,New York,New York City,/company/8coupons,8coupons,web,USA,NY,New York,New York,10/15/13,2013-10,2013-Q4,2013.0,,USD,1353
/company/clipmarks,Clipmarks,photo_video,USA,NY,New York,New York,/company/forbes,Forbes,web,USA,NY,New York,New York,8/7/07,2007-08,2007-Q3,2007.0,,USD,1354
/company/cloakware,Cloakware,software,USA,VA,Washington DC,Vienna,/company/irdeto,Irdeto,,NLD,,Hoofddorp,Hoofddorp,12/7/07,2007-12,2007-Q4,2007.0,72500000.0,USD,1355
/company/cloud-cap-technology,Cloud Cap Technology,other,,,unknown,,/company/goodrich-corporation,Goodrich Corporation,other,USA,NC,Charlotte,Charlotte,5/1/09,2009-05,2009-Q2,2009.0,,USD,1356
/company/cloud-data-corporation,Cloud Data Corporation,,,,unknown,,/company/microelectronics-technology,Microelectronics Technology,,,,unknown,,8/25/11,2011-08,2011-Q3,2011.0,,USD,1357
/company/cloud-foundry,Cloud Foundry,software,USA,CA,SF Bay,San Mateo,/company/springsource,SpringSource,software,USA,CA,SF Bay,San Mateo,8/19/09,2009-08,2009-Q3,2009.0,,USD,1358
/company/cloud-9-wireless,Cloud Nine Media,advertising,USA,CA,SF Bay,San Francisco,/company/boingo-wireless,Boingo Wireless,software,USA,CA,Los Angeles,Los Angeles,8/8/12,2012-08,2012-Q3,2012.0,,USD,1359
/company/cloud-party,Cloud Party,games_video,,,unknown,,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,1/24/14,2014-01,2014-Q1,2014.0,,USD,1360
/company/cloud-platform-business-from-doyenz-inc,"Cloud Platform Business from Doyenz, Inc.",,,,unknown,,/company/persistent-systems,Persistent Systems,software,IND,,Pune,Pune,10/1/12,2012-10,2012-Q4,2012.0,,USD,1361
/company/cloudfloor,CloudFloor,enterprise,USA,MA,Boston,Waltham,/company/everbridge,Everbridge,software,USA,CA,Los Angeles,Glendale,9/12/11,2011-09,2011-Q3,2011.0,,USD,1362
/company/cloudhopper,Cloudhopper,mobile,USA,WA,Seattle,Seattle,/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,4/22/10,2010-04,2010-Q2,2010.0,,USD,1363
/company/cloudkick,Cloudkick,enterprise,USA,CA,SF Bay,San Francisco,/company/rackspace,Rackspace,software,USA,CA,San Antonio,San Antonio,12/16/10,2010-12,2010-Q4,2010.0,,USD,1364
/company/cloudmeter,Cloudmeter,enterprise,USA,CA,SF Bay,Mountain View,/company/splunk,Splunk,software,USA,CA,SF Bay,San Francisco,12/10/13,2013-12,2013-Q4,2013.0,,USD,1365
/company/cloudomatic,Cloudomatic,enterprise,USA,FL,Miami,Miami,/company/ambassador,Ambassador,software,USA,MI,Detroit,Royal Oak,1/28/11,2011-01,2011-Q1,2011.0,,USD,1366
/company/cloudshield-technologies,CloudShield Technologies,network_hosting,USA,CA,SF Bay,Sunnyvale,/company/saic,SAIC,security,USA,VA,Washington DC,McLean,1/14/10,2010-01,2010-Q1,2010.0,,USD,1367
/company/cloudtrigger,CloudTrigger (now Cloud Sherpas),,,,unknown,,/company/cloud-sherpas,Cloud Sherpas,enterprise,USA,GA,Atlanta,Atlanta,12/20/12,2012-12,2012-Q4,2012.0,,USD,1368
/company/cloudup,Cloudup,web,USA,CA,SF Bay,San Francisco,/company/automattic,Automattic,web,USA,CA,SF Bay,San Francisco,9/25/13,2013-09,2013-Q3,2013.0,,USD,1369
/company/cloudup-networks,CloudUP Networks,security,,,unknown,,/company/ciphercloud,CipherCloud,enterprise,USA,CA,SF Bay,San Jose,1/1/14,2014-01,2014-Q1,2014.0,,USD,1370
/company/cloudvertical,CloudVertical,software,IRL,,Dublin,Dublin,/company/copper-io,Copper.io,software,,,unknown,,7/1/13,2013-07,2013-Q3,2013.0,,USD,1371
/company/cloudvox,Cloudvox,mobile,,,unknown,,/company/ifbyphone,Ifbyphone,software,USA,IL,Chicago,Chicago,1/20/10,2010-01,2010-Q1,2010.0,,USD,1372
/company/clouli,Clouli,software,CHL,,Temuco,Temuco,/company/enabledware,Enabledware,software,USA,CA,SF Bay,Santa Cruz,1/1/12,2012-01,2012-Q1,2012.0,,USD,1373
/company/clover,Clover,mobile,USA,CA,SF Bay,Mountain View,/company/first-data-corporation,First Data Corporation,other,USA,GA,Atlanta,Atlanta,1/1/12,2012-01,2012-Q1,2012.0,,USD,1374
/company/clowd,Clowd,,,,unknown,,/company/los-angeles-syndicate-of-technology,Los Angeles Syndicate of Technology,web,USA,CA,Los Angeles,Santa Monica,1/1/10,2010-01,2010-Q1,2010.0,,USD,1375
/company/clubpenguin,Club Penguin,games_video,CAN,,Kelowna,Kelowna,/company/the-walt-disney-company,The Walt Disney Company,games_video,USA,CA,Los Angeles,Burbank,8/1/07,2007-08,2007-Q3,2007.0,350000000.0,USD,1376
/company/clutch-io,Clutch.io,mobile,USA,CA,SF Bay,San Francisco,/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,8/13/12,2012-08,2012-Q3,2012.0,,USD,1377
/company/clydeunion,CLYDEUNION,,USA,TX,Houston,Houston,/company/spx-corporation,SPX Corporation,,USA,NC,Charlotte,Charlotte,8/24/11,2011-08,2011-Q3,2011.0,,USD,1378
/company/cm-clock,Cm clock,,,,unknown,,/company/live-schedule,Live Schedule,software,USA,NY,New York,Astoria,2/15/12,2012-02,2012-Q1,2012.0,,USD,1379
/company/cmac,CMAC,consulting,USA,GA,Atlanta,Alpharetta,/company/decisionpoint-systems,DecisionPoint Systems,software,USA,CA,Los Angeles,Foothill Ranch,1/3/11,2011-01,2011-Q1,2011.0,3150000.0,USD,1380
/company/cmango-inc,cMango,,USA,CA,SF Bay,Mountain View,/company/wipro,Wipro Technologies,enterprise,IND,,Bangalore,Bangalore,1/1/06,2006-01,2006-Q1,2006.0,20000000.0,USD,1381
/company/cmi-logistics,CMI Logistics,transportation,GBR,,West Yorkshire,West Yorkshire,/company/odyssey-logistics-technology,Odyssey Logistics & Technology,other,USA,CT,Danbury,Danbury,1/29/14,2014-01,2014-Q1,2014.0,,USD,1382
/company/cml-healthcare,CML HealthCare,biotech,CAN,,Mississauga,"Mississauga,ON",/company/lifelabs,LifeLabs,biotech,CAN,,Toronto,"Toronto, ON",7/1/13,2013-07,2013-Q3,2013.0,1200000000.0,USD,1383
/company/cmosis-nv,CMOSIS nv,semiconductor,BEL,,Antwerp,Antwerp,/company/kwiqq,Kwiqq,web,GBR,,London,Brighton,12/2/13,2013-12,2013-Q4,2013.0,,USD,1384
/company/cmware,CMWare,software,USA,NJ,Philadelphia,Plainsboro,/company/livecargo,LiveCargo,software,USA,NC,Greensboro,Greensboro,1/29/09,2009-01,2009-Q1,2009.0,,USD,1385
/company/cnetnetworks,CNET Networks,web,USA,CA,SF Bay,San Francisco,/company/cbs,CBS,news,USA,CA,California - Other,,5/15/08,2008-05,2008-Q2,2008.0,1800000000.0,USD,1386
/company/cns-therapeutics,CNS Therapeutics,biotech,USA,MN,Minneapolis,St. Paul,/company/mallinckrodt,Mallinckrodt,,,,unknown,,9/24/12,2012-09,2012-Q3,2012.0,,USD,1387
/company/coa-solutions,COA Solutions,software,GBR,,Cobham,Cobham,/company/advanced-computer-software,Advanced Computer Software,software,GBR,,United Kingdom - Other,,2/11/10,2010-02,2010-Q1,2010.0,100000000.0,GBP,1388
/company/coade,COADE,software,USA,TX,Houston,Houston,/company/intergraph,Intergraph,software,USA,AL,Madison,Madison,1/6/10,2010-01,2010-Q1,2010.0,,USD,1389
/company/coastal-energy,Coastal Energy,cleantech,CYM,,George Town,George Town,/company/cepsa,Cepsa,cleantech,ESP,,Madrid,Madrid,11/19/13,2013-11,2013-Q4,2013.0,2210000000.0,USD,1390
/company/coastal-supply-company,Coastal Supply Company,,,,unknown,,/company/harvest-power,Harvest Power,cleantech,USA,MA,Boston,Waltham,9/6/11,2011-09,2011-Q3,2011.0,,USD,1391
/company/coastal-training-technologies,Coastal Training Technologies,ecommerce,USA,VA,Virginia Beach,Virginia Beach,/company/dupont,DuPont,biotech,,,unknown,,10/14/08,2008-10,2008-Q4,2008.0,,USD,1392
/company/coblitz,CoBlitz,network_hosting,,,unknown,,/company/verivue,Verivue,network_hosting,USA,MA,Boston,Westford,10/19/10,2010-10,2010-Q4,2010.0,,USD,1393
/company/codo,Cobook,software,LVA,,Riga,Riga,/company/fullcontact,FullContact,enterprise,USA,CO,Denver,Denver,1/15/14,2014-01,2014-Q1,2014.0,,USD,1394
/company/cocoafish,Cocoafish,,USA,CA,SF Bay,San Francisco,/company/appcelerator,Appcelerator,enterprise,USA,CA,SF Bay,Mountain View,2/9/12,2012-02,2012-Q1,2012.0,,USD,1395
/company/codecrazy,Codecrazy,,,,unknown,,/company/mi-dynamics,MI Dynamics,software,PAK,,Karachi,Karachi,1/30/13,2013-01,2013-Q1,2013.0,75000.0,USD,1396
/company/codeeval,CodeEval,network_hosting,USA,CA,SF Bay,San Francisco,/company/hirevue,HireVue,web,USA,UT,Salt Lake City,South Jordan,8/1/12,2012-08,2012-Q3,2012.0,,USD,1397
/company/codefarm,Codefarm Software,software,GBR,,London,Brighton,/company/calypso-technology,Calypso Technology,software,USA,CA,SF Bay,San Francisco,2/26/09,2009-02,2009-Q1,2009.0,,USD,1398
/company/codegarage,CodeGarage,,,,unknown,,/company/automattic,Automattic,web,USA,CA,SF Bay,San Francisco,12/1/12,2012-12,2012-Q4,2012.0,,USD,1399
/company/codegear,Codegear,software,USA,CA,SF Bay,San Francisco,/company/embarcadero-technologies,Embarcadero Technologies,software,USA,CA,SF Bay,San Francisco,5/2/08,2008-05,2008-Q2,2008.0,20700000.0,USD,1400
/company/coderloop,Coderloop,software,ITA,,Milan,Milan,/company/gild,Gild,web,USA,CA,SF Bay,San Francisco,9/7/11,2011-09,2011-Q3,2011.0,,USD,1401
/company/codesion,Codesion,software,USA,CA,SF Bay,Palo Alto,/company/collabnet,CollabNet,enterprise,USA,CA,SF Bay,Brisbane,10/19/10,2010-10,2010-Q4,2010.0,,USD,1402
/company/codex-media,Codex Media,web,,,unknown,,/company/glammedia,Glam Media,web,USA,CA,SF Bay,Brisbane,7/17/08,2008-07,2008-Q3,2008.0,,USD,1403
/company/coexis,Coexis,software,GBR,,London,Rickmansworth,/company/gbst-holdings,GBST Holdings,enterprise,AUS,,Milton,Milton,12/15/08,2008-12,2008-Q4,2008.0,34670000.0,USD,1404
/company/cofa-media,Cofa Media,,,,unknown,,/company/lsf-interactive,LSF Interactive,advertising,USA,CA,SF Bay,South San Francisco,1/1/10,2010-01,2010-Q1,2010.0,,USD,1405
/company/cofely-fabricom,Cofely Fabricom,,,,unknown,,/company/data-unit,Data Unit,network_hosting,BEL,,Hasselt,Hasselt,5/14/12,2012-05,2012-Q2,2012.0,,USD,1406
/company/cofio-software,Cofio Software,software,USA,CA,San Diego,San Diego,/company/hitachi,Hitachi,public_relations,JPN,,Tokyo,Tokyo,9/24/12,2012-09,2012-Q3,2012.0,,USD,1407
/company/cogent-technologies,Cogent Technologies,software,USA,NY,Troy,Troy,/company/south49-solutions,South49 Solutions,software,USA,VA,Washington DC,Sterling,5/1/08,2008-05,2008-Q2,2008.0,,USD,1408
/company/coghead,Coghead,web,USA,CA,SF Bay,Redwood City,/company/sap,SAP,enterprise,DEU,,Walldorf,Walldorf,2/19/09,2009-02,2009-Q1,2009.0,,USD,1409
/company/cognet,Cognet,,,,unknown,,/company/intel,Intel,hardware,USA,CA,SF Bay,Santa Clara,4/24/01,2001-04,2001-Q2,2001.0,,USD,1410
/company/cognio,Cognio,hardware,USA,MD,Washington DC,Germantown,/company/cisco,Cisco,hardware,USA,CA,SF Bay,San Jose,9/18/07,2007-09,2007-Q3,2007.0,,USD,1411
/company/cognitens,CogniTens,software,ISR,,Ramat Hasharon,Ramat Hasharon,/company/hexagon-metrology,Hexagon Metrology,,,,unknown,,12/21/07,2007-12,2007-Q4,2007.0,,USD,1412
/company/cognovision,CognoVision,software,CAN,,Markham,Markham,/company/intel,Intel,hardware,USA,CA,SF Bay,Santa Clara,11/15/10,2010-11,2010-Q4,2010.0,25000000.0,USD,1413
/company/cohuman,Cohuman,enterprise,USA,CA,SF Bay,San Francisco,/company/mindjet,Mindjet,software,USA,CA,SF Bay,San Francisco,9/11/11,2011-09,2011-Q3,2011.0,,USD,1414
/company/coldspark,ColdSpark,enterprise,USA,CO,Denver,Broomfield,/company/bakbone-software,Bakbone Software,security,USA,,United States - Other,,5/11/09,2009-05,2009-Q2,2009.0,15900000.0,USD,1415
/company/cole-capital,Cole Capital,real_estate,USA,AZ,Phoenix,Phoenix,/company/american-realty-capital,American Realty Capital,real_estate,USA,NY,New York,New York,10/23/13,2013-10,2013-Q4,2013.0,6850000000.0,USD,1416
/company/colibria,Colibria,messaging,NOR,,Lysaker,Lysaker,/company/metaswitch,Metaswitch Networks,,USA,CA,SF Bay,San Francisco,4/6/11,2011-04,2011-Q2,2011.0,,USD,1417
/company/collabnet,CollabNet,enterprise,USA,CA,SF Bay,Brisbane,/company/vector-capital,Vector Capital,,USA,CA,SF Bay,San Francisco,2/3/14,2014-02,2014-Q1,2014.0,,USD,1418
/company/collaboration-online,Collaboration Online,software,USA,MA,Boston,Burlington,/company/mindshift-technologies,mindSHIFT Technologies,enterprise,USA,MA,Boston,Waltham,5/1/08,2008-05,2008-Q2,2008.0,,USD,1419
/company/collaborative-fusion,Collaborative Fusion,web,USA,PA,Pittsburg,Pittsburgh,/company/intermedix-corporation,Intermedix Corporation,software,USA,FL,Fort Lauderdale,Fort Lauderdale,9/19/11,2011-09,2011-Q3,2011.0,,USD,1420
/company/collabrx,CollabRx,,USA,CA,SF Bay,San Francisco,/company/tegal-corporation,Tegal Corporation,,USA,CA,SF Bay,Petaluma,7/2/12,2012-07,2012-Q3,2012.0,,USD,1421
/company/collaxa,Collaxa,,,,unknown,,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,6/14/04,2004-06,2004-Q2,2004.0,,USD,1422
/company/collective-intellect,Collective Intellect,enterprise,USA,CO,Denver,Boulder,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,6/5/12,2012-06,2012-Q2,2012.0,,USD,1423
/company/college-classifieds,College Classifieds,web,USA,GA,Atlanta,Decatur,/company/college-classifieds,College Classifieds,web,USA,GA,Atlanta,Decatur,11/10/08,2008-11,2008-Q4,2008.0,,USD,1424
/company/college-classifieds,College Classifieds,web,USA,GA,Atlanta,Decatur,/company/college-classifieds,College Classifieds,web,USA,GA,Atlanta,Decatur,3/12/08,2008-03,2008-Q1,2008.0,,USD,1425
/company/college-media-network,College Media Network,,,,unknown,,/company/accessnetwork,Access Network,advertising,USA,NY,New York,New York,1/1/11,2011-01,2011-Q1,2011.0,,USD,1426
/company/college-toolkit,College Toolkit,web,USA,MA,Boston,Quincy,/company/edvisors,Edvisors,web,USA,MA,Boston,Quincy,11/5/10,2010-11,2010-Q4,2010.0,,USD,1427
/company/collegehumor,CollegeHumor,games_video,USA,,United States - Other,,/company/iac,IAC,news,USA,NY,New York,New York,8/15/06,2006-08,2006-Q3,2006.0,,USD,1428
/company/collegiatelink,CollegiateLink,software,,,unknown,,/company/studentvoice,StudentVoice,,USA,NY,Buffalo,Buffalo,6/1/09,2009-06,2009-Q2,2009.0,,USD,1429
/company/collexis,Collexis,software,DEU,,Cologne,Cologne,/company/elsevier,Elsevier,web,NLD,,Amsterdam,Amsterdam,6/10/10,2010-06,2010-Q2,2010.0,,USD,1430
/company/collider-media,Collider Media,advertising,USA,TX,Austin,Austin,/company/videologygroup,Videology,advertising,USA,MD,Baltimore,Baltimore,8/20/12,2012-08,2012-Q3,2012.0,,USD,1431
/company/collider-media,Collider Media,advertising,USA,TX,Austin,Austin,/company/videologygroup,Videology,advertising,USA,MD,Baltimore,Baltimore,8/1/12,2012-08,2012-Q3,2012.0,,USD,1432
/company/colloquis,Colloquis,web,,,unknown,,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,10/12/06,2006-10,2006-Q4,2006.0,,USD,1433
/company/colorado-memory-systems,Colorado Memory Systems,,USA,CO,Loveland,Loveland,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,11/2/94,1994-11,1994-Q4,1994.0,,USD,1434
/company/colorado-surveying-firm,Colorado Surveying Firm,,,,unknown,,/company/landpoint,Landpoint,consulting,USA,LA,Bossier City,Bossier City,6/1/13,2013-06,2013-Q2,2013.0,,USD,1435
/company/colorplaza,ColorPlaza,web,CHE,,Vevey,Vevey,/company/fotodesk,FotoDesk,network_hosting,CHE,,Basel,Basel,6/1/08,2008-06,2008-Q2,2008.0,,USD,1436
/company/colubris,Colubris Networks,network_hosting,USA,MA,Boston,Waltham,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,8/11/08,2008-08,2008-Q3,2008.0,,USD,1437
/company/columbia-fiber-solutions,Columbia Fiber Solutions,,,,unknown,,/company/zayo-group,Zayo Group,public_relations,USA,CO,Denver,Louisville,8/1/08,2008-08,2008-Q3,2008.0,,USD,1438
/company/columbian-chemicals,Columbian Chemicals,cleantech,USA,GA,Atlanta,Marietta,/company/thrive,Thrive,web,USA,NY,New York,New York,1/6/09,2009-01,2009-Q1,2009.0,,USD,1439
/company/com-one,COM One,hardware,,,unknown,,/company/ingenico-2,Ingenico,hardware,FRA,,France - Other,,1/1/05,2005-01,2005-Q1,2005.0,,USD,1440
/company/com2us-corp,Com2uS Corp.,games_video,USA,CA,SF Bay,Menlo Park,/company/gamevil,GAMEVIL,games_video,KOR,,Seoul,Seoul,10/8/13,2013-10,2013-Q4,2013.0,65000000.0,USD,1441
/company/combat-energy-products,Combat Energy Products,,,,unknown,,/company/protek-capital,ProTek Capital,other,USA,FL,Palm Beach,Delray Beach,3/4/13,2013-03,2013-Q1,2013.0,,USD,1442
/company/combinet,Combinet,,USA,CA,SF Bay,Sunnyvale,/company/cisco,Cisco,hardware,USA,CA,SF Bay,San Jose,8/10/95,1995-08,1995-Q3,1995.0,,USD,1443
/company/comdial,Comdial,,,,unknown,,/company/vertical,Vertical Communications,public_relations,USA,CA,SF Bay,Santa Clara,9/1/05,2005-09,2005-Q3,2005.0,,USD,1444
/company/comenta-tv,Comenta TV,news,ARG,,TBD,Ciudad Aut�noma de Buenos,/company/wayin,Wayin,social,USA,CO,Denver,Denver,1/8/14,2014-01,2014-Q1,2014.0,,USD,1445
/company/commerceinterface,CommerceInterface,ecommerce,USA,UT,Salt Lake City,Salt Lake City,/company/groupon,Groupon,web,USA,IL,Chicago,Chicago,12/21/12,2012-12,2012-Q4,2012.0,,USD,1446
/company/commercial-communications,Commercial Communications,enterprise,,,unknown,,/company/touchpoint-print-solutions,TouchPoint Print Solutions,enterprise,,,unknown,,5/1/08,2008-05,2008-Q2,2008.0,,USD,1447
/company/commercial-data-processing,Commercial Data Processing,enterprise,USA,NJ,Fairfield,Fairfield,/company/diversified-information-technologies,Diversified Information Technologies,,USA,PA,Scranton,Scranton,9/2/10,2010-09,2010-Q3,2010.0,,USD,1448
/company/commission-junction,Commission Junction,advertising,USA,CA,Santa Barbara,Santa Barbara,/company/valueclick,ValueClick,advertising,USA,,TBD,,8/8/03,2003-08,2003-Q3,2003.0,,USD,1449
/company/commobility-inc,Commobility Inc.,software,,,unknown,,/company/intertainment-media,Intertainment Media,,CAN,,Ontario,Ontario,7/7/11,2011-07,2011-Q3,2011.0,,USD,1450
/company/commodity-hq,Commodity HQ,,USA,IL,Chicago,Chicago,/company/mitre-media-corp,Mitre Media Corp.,news,CAN,,Edmonton,Edmonton,2/1/12,2012-02,2012-Q1,2012.0,,USD,1451
/company/common-cents-solutions,Common CENTS,software,USA,MS,Ridgeland,Ridgeland,/company/constellation-software,Constellation Software,software,CAN,,Toronto,Toronto,4/1/09,2009-04,2009-Q2,2009.0,,USD,1452
/company/commpartners,CommPartners,,USA,NV,Las Vegas,Las Vegas,/company/momentum-telecom,Momentum Telecom,,USA,AL,Birmingham,Birmingham,5/6/11,2011-05,2011-Q2,2011.0,,USD,1453
/company/commx,CommX,,USA,FL,Tampa,Tampa,/company/keyon-communications-holdings,KeyOn Communications Holdings,public_relations,USA,NE,Omaha,Omaha,6/15/11,2011-06,2011-Q2,2011.0,,USD,1454
/company/comopt,ComOpt,,SWE,,Helsingborg,Helsingborg,/company/actix,Actix,mobile,GBR,,London,London,2/1/04,2004-02,2004-Q1,2004.0,,USD,1455
/company/compaq,Compaq,hardware,USA,CA,SF Bay,Palo Alto,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,9/4/01,2001-09,2001-Q3,2001.0,,USD,1456
/company/comparenet,CompareNet,,USA,CA,SF Bay,San Francisco,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,3/4/99,1999-03,1999-Q1,1999.0,,USD,1457
/company/compass,Compass,other,GBR,,London,Guildford,/company/information-services-group,Information Services Group,,USA,CT,New York,Stamford,1/4/11,2011-01,2011-Q1,2011.0,,USD,1458
/company/compass-computer-consultants,Compass Computer Consultants,consulting,GBR,,England,England,/company/advanced-computer-software,Advanced Computer Software,software,GBR,,United Kingdom - Other,,2/3/14,2014-02,2014-Q1,2014.0,14500000.0,GBP,1459
/company/compasslearning,CompassLearning,,,,unknown,,/company/madewithlove,madewithlove,,BEL,,Antwerpen,Antwerpen,1/13/10,2010-01,2010-Q1,2010.0,31800000.0,USD,1460
/company/compassoft,Compassoft,software,,,unknown,,/company/finsbury-solutions,Finsbury Solutions,software,USA,NY,New York,New York,2/3/09,2009-02,2009-Q1,2009.0,,USD,1461
/company/compatible-systems,Compatible Systems,,,,unknown,,/company/cisco,Cisco,hardware,USA,CA,SF Bay,San Jose,1/19/00,2000-01,2000-Q1,2000.0,,USD,1462
/company/compellent-technologies,Compellent Technologies,software,USA,MN,Minneapolis,Eden Prairie,/company/dell,Dell,hardware,USA,TX,Austin,Round Rock,12/13/10,2010-12,2010-Q4,2010.0,820000000.0,USD,1463
/company/compendia-bioscience,Compendia Bioscience,biotech,USA,MI,Detroit,Ann Arbor,/company/life-technologies,Life Technologies,biotech,USA,CA,San Diego,Carlsbad,10/8/12,2012-10,2012-Q4,2012.0,,USD,1464
/company/compendium-blogware,Compendium,software,USA,IN,Indianapolis,Indianapolis,/company/oracle,Oracle Corporation,enterprise,USA,CA,SF Bay,Redwood City,10/17/13,2013-10,2013-Q4,2013.0,,USD,1465
/company/compete,Compete,advertising,USA,MA,Boston,Boston,/company/taylor-nelson-sofres,Taylor Nelson Sofres,other,GBR,,London,London,3/3/08,2008-03,2008-Q1,2008.0,150000000.0,USD,1466
/company/compfight,Compfight,web,USA,CA,SF Bay,San Francisco,/company/eezy-inc,Eezy Inc.,,,,unknown,,1/1/12,2012-01,2012-Q1,2012.0,,USD,1467
/company/compiq-corp,CompIQ Corp.,software,,,unknown,,/company/affiliated-computer-services,Affiliated Computer Services,consulting,USA,TX,Dallas,Dallas,4/28/08,2008-04,2008-Q2,2008.0,22000000.0,USD,1468
/company/complementa,Complementa,,CHE,,Saint Gallen,St. Gallen,/company/state-street-corporation,State Street Corporation,,USA,MA,Boston,Boston,10/4/11,2011-10,2011-Q4,2011.0,,USD,1469
/company/completecampaigns-com,CompleteCampaigns.com,,USA,CA,San Diego,San Diego,/company/aristotle,Aristotle,software,USA,DC,Washington DC,Washington,11/7/08,2008-11,2008-Q4,2008.0,,USD,1470
/company/complex-drive,Complex Drive,,USA,CA,San Diego,San Diego,/company/american-internet-services-ais,American Internet Services (AIS),other,USA,CA,San Diego,San Diego,11/17/08,2008-11,2008-Q4,2008.0,,USD,1471
/company/comprehensive-medical-billing-solutions,Comprehensive Medical Billing Solutions,enterprise,USA,OK,Oklahoma City,Oklahoma City,/company/intermedix-corporation,Intermedix Corporation,software,USA,FL,Fort Lauderdale,Fort Lauderdale,8/12/11,2011-08,2011-Q3,2011.0,,USD,1472
/company/compucom,CompuCom,,USA,TX,Dallas,Dallas,/company/thomas-h-lee-partners,Thomas H. Lee Partners,,USA,MA,Boston,Boston,4/9/13,2013-04,2013-Q2,2013.0,,USD,1473
/company/compuexpert,CompuExpert,games_video,USA,CA,Los Angeles,Lake Forest,/company/digital-interactive,Digital Interactive,games_video,USA,CA,Los Angeles,Long Beach,1/31/09,2009-01,2009-Q1,2009.0,,USD,1474
/company/compuserve,CompuServe,,,,unknown,,/company/aol,AOL,news,USA,NY,New York,New York,11/10/97,1997-11,1997-Q4,1997.0,,USD,1475
/company/computaught,CompuTaught,,USA,GA,Atlanta,Atlanta,/company/oncourse-learning,OnCourse  Learning,,USA,WI,Milwaukee,Waukesha,9/11/12,2012-09,2012-Q3,2012.0,,USD,1476
/company/computer-corporation-of-america,Computer Corporation of America,enterprise,USA,MA,Boston,Waltham,/company/rocket-software,Rocket Software,software,USA,MA,Boston,Waltham,3/29/10,2010-03,2010-Q1,2010.0,,USD,1477
/company/computer-software-associates,Computer Software Associates,software,USA,MT,Billings,Billings,/company/tyler-technologies,Tyler Technologies,software,USA,TX,Dallas,Dallas,4/2/12,2012-04,2012-Q2,2012.0,,USD,1478
/company/computerlinks,COMPUTERLINKS,software,,,unknown,,/company/arrow-electronics,Arrow Electronics,hardware,USA,CO,Denver,Englewood,8/27/13,2013-08,2013-Q3,2013.0,317000000.0,USD,1479
/company/computers-in-motion,Computers In Motion,software,USA,TX,Austin,Austin,/company/kace,Kace networks,software,USA,CA,SF Bay,Mountain View,9/9/08,2008-09,2008-Q3,2008.0,,USD,1480
/company/computershopper-com,ComputerShopper.com,web,,,unknown,,/company/sx2-media-labs,SX2 Media Labs,web,USA,NY,New York,New York,5/1/12,2012-05,2012-Q2,2012.0,,USD,1481
/company/computershopper-com,ComputerShopper.com,web,,,unknown,,/company/sx2-media-labs,SX2 Media Labs,web,USA,NY,New York,New York,1/1/06,2006-01,2006-Q1,2006.0,,USD,1482
/company/computex,Computex,,USA,TX,Houston,Houston,/company/stratos-management-systems,Stratos Management Systems,,USA,GA,Atlanta,Atlanta,10/11/12,2012-10,2012-Q4,2012.0,,USD,1483
/company/compxs,CompXs,mobile,GBR,,Reigate,Reigate,/company/integration-associates,Integration Associates,semiconductor,USA,CA,SF Bay,Mountain View,4/1/05,2005-04,2005-Q2,2005.0,,USD,1484
/company/comsci,ComSci,,USA,NJ,Iselin,Iselin,/company/upland-software,Upland Software,software,USA,TX,Austin,Austin,11/7/13,2013-11,2013-Q4,2013.0,,USD,1485
/company/comsenz,Comsenz,social,CHN,,Beijing,Beijing,/company/tencent,Tencent,web,CHN,,Shenzhen,Shenzhen,8/23/10,2010-08,2010-Q3,2010.0,,USD,1486
/company/comsource,ComSource,public_relations,USA,MD,Washington DC,Frederick,/company/globecomm-systems,Globecomm Systems,public_relations,USA,NY,Hauppauge,Hauppauge,4/8/11,2011-04,2011-Q2,2011.0,,USD,1487
/company/comtica,Comtica,software,POL,,Warsaw,Warsaw,/company/one-2-one,One-2-One,advertising,POL,,Poland - Other,Pozna��,5/15/07,2007-05,2007-Q2,2007.0,,USD,1488
/company/comtrade,Comtrade,,FRA,,Colombes,Colombes,/company/dcc-sercom,DCC Sercom,,IRL,,Ireland - Other,,8/23/10,2010-08,2010-Q3,2010.0,,USD,1489
/company/comztek,Comztek,other,ZAF,,Midrand,Midrand,/company/datatec,Datatec,enterprise,ZAF,,unknown,Wendywood,6/3/13,2013-06,2013-Q2,2013.0,8800000.0,USD,1490
